UWI,CountryID,DataSourceOrganisationID,DefaultVerticalMeasurementID,FacilityName,OperatingEnvironmentID,QuadrantID,StateProvinceID,FacilityEvent,Lat,Lon,ResourceID,ResourceSecurityClassification,ResourceTypeID,SpudDate,WellName
1180,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Drill Floor,COV-16,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1979-02-04T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1979-05-13T00:00:00'",52.638317,6.605291,srn:master-data/Well:1180:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1979-02-04T00:00:00+0000,COV-16
2615,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Ground Level,TWR-001,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1934-12-27T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1935-03-19T00:00:00'",52.244904,6.799329,srn:master-data/Well:2615:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1934-12-27T00:00:00+0000,TWR-001
2768,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Ground Level,TWR-002,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1935-03-25T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1935-06-08T00:00:00'",52.244867,6.797907,srn:master-data/Well:2768:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1935-03-25T00:00:00+0000,TWR-002
2769,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Ground Level,TWR-003,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1935-05-17T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1935-08-23T00:00:00'",52.244874,6.79656,srn:master-data/Well:2769:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1935-05-17T00:00:00+0000,TWR-003
2616,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Ground Level,TWR-004,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1935-08-28T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1935-11-04T00:00:00'",52.245007,6.795261,srn:master-data/Well:2616:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1935-08-28T00:00:00+0000,TWR-004
2617,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Ground Level,TWR-005,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1935-11-07T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1936-01-15T00:00:00'",52.245227,6.793321,srn:master-data/Well:2617:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1935-11-07T00:00:00+0000,TWR-005
2770,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Ground Level,TWR-006,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1936-01-17T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1936-04-03T00:00:00'",52.24544,6.791365,srn:master-data/Well:2770:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1936-01-17T00:00:00+0000,TWR-006
2771,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Ground Level,TWR-007,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1939-05-22T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1939-08-19T00:00:00'",52.244277,6.793159,srn:master-data/Well:2771:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1939-05-22T00:00:00+0000,TWR-007
2748,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,DED-01,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1885-01-01T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1887-01-01T00:00:00'",52.266401,6.710436,srn:master-data/Well:2748:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1885-01-01T00:00:00+0000,DED-01
1211,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,DED-02,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1981-12-17T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1982-02-10T00:00:00'",52.249758,6.723835,srn:master-data/Well:1211:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1981-12-17T00:00:00+0000,DED-02
2791,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-028,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1952-08-28T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1952-11-08T00:00:00'",52.240751,6.788757,srn:master-data/Well:2791:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1952-08-28T00:00:00+0000,TWR-028
2792,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-029,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1952-12-01T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1953-02-24T00:00:00'",52.239493,6.788747,srn:master-data/Well:2792:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1952-12-01T00:00:00+0000,TWR-029
2793,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-030,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1953-03-21T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1953-06-15T00:00:00'",52.238261,6.788752,srn:master-data/Well:2793:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1953-03-21T00:00:00+0000,TWR-030
2794,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-031,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1953-07-09T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1953-10-16T00:00:00'",52.237992,6.788743,srn:master-data/Well:2794:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1953-07-09T00:00:00+0000,TWR-031
2795,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-032,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1953-11-26T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1954-02-09T00:00:00'",52.241705,6.790954,srn:master-data/Well:2795:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1953-11-26T00:00:00+0000,TWR-032
2796,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-033,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1954-03-18T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1954-06-03T00:00:00'",52.240266,6.790997,srn:master-data/Well:2796:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1954-03-18T00:00:00+0000,TWR-033
2797,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-034,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1954-06-28T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1954-09-03T00:00:00'",52.239997,6.791003,srn:master-data/Well:2797:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1954-06-28T00:00:00+0000,TWR-034
2798,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-035,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1954-09-30T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1954-12-06T00:00:00'",52.238656,6.791122,srn:master-data/Well:2798:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1954-09-30T00:00:00+0000,TWR-035
2799,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-036,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1955-02-01T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1955-04-04T00:00:00'",52.238405,6.791084,srn:master-data/Well:2799:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1955-02-01T00:00:00+0000,TWR-036
2800,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-037,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1955-05-04T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1955-07-04T00:00:00'",52.24384,6.78676,srn:master-data/Well:2800:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1955-05-04T00:00:00+0000,TWR-037
2801,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-038,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1955-08-02T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1955-10-05T00:00:00'",52.24272,6.786447,srn:master-data/Well:2801:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1955-08-02T00:00:00+0000,TWR-038
2802,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-039,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1955-11-14T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1956-01-28T00:00:00'",52.241446,6.786231,srn:master-data/Well:2802:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1955-11-14T00:00:00+0000,TWR-039
2803,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-040,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1956-02-15T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1956-03-29T00:00:00'",52.239909,6.785465,srn:master-data/Well:2803:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1956-02-15T00:00:00+0000,TWR-040
2804,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-041,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1956-05-29T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1956-08-13T00:00:00'",52.239695,6.785356,srn:master-data/Well:2804:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1956-05-29T00:00:00+0000,TWR-041
2805,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-042,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1956-09-10T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1956-11-22T00:00:00'",52.238354,6.793835,srn:master-data/Well:2805:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1956-09-10T00:00:00+0000,TWR-042
2806,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-043,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1956-12-19T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1957-03-06T00:00:00'",52.238092,6.79393,srn:master-data/Well:2806:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1956-12-19T00:00:00+0000,TWR-043
2807,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-044,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1957-04-04T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1957-05-31T00:00:00'",52.243004,6.799635,srn:master-data/Well:2807:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1957-04-04T00:00:00+0000,TWR-044
2808,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-045,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1957-06-27T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1957-08-14T00:00:00'",52.24227,6.80008,srn:master-data/Well:2808:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1957-06-27T00:00:00+0000,TWR-045
2809,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-046,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1957-09-12T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1957-10-31T00:00:00'",52.241503,6.800378,srn:master-data/Well:2809:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1957-09-12T00:00:00+0000,TWR-046
2810,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-047,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1957-11-26T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1958-01-10T00:00:00'",52.240735,6.800661,srn:master-data/Well:2810:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1957-11-26T00:00:00+0000,TWR-047
2811,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-048,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1958-02-20T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1958-04-23T00:00:00'",52.239984,6.801062,srn:master-data/Well:2811:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1958-02-20T00:00:00+0000,TWR-048
2812,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-049,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1958-05-21T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1958-07-10T00:00:00'",52.239242,6.801492,srn:master-data/Well:2812:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1958-05-21T00:00:00+0000,TWR-049
2813,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-050,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1958-08-11T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1958-09-29T00:00:00'",52.238572,6.801895,srn:master-data/Well:2813:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1958-08-11T00:00:00+0000,TWR-050
2814,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-051,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1958-10-20T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1958-11-30T00:00:00'",52.238445,6.798963,srn:master-data/Well:2814:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1958-10-20T00:00:00+0000,TWR-051
2815,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-052,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1958-12-20T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1959-01-21T00:00:00'",52.237695,6.799335,srn:master-data/Well:2815:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1958-12-20T00:00:00+0000,TWR-052
2816,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-053,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1959-02-09T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1959-03-18T00:00:00'",52.236936,6.799676,srn:master-data/Well:2816:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1959-02-09T00:00:00+0000,TWR-053
2817,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-054,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1959-04-01T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1959-05-02T00:00:00'",52.236177,6.800018,srn:master-data/Well:2817:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1959-04-01T00:00:00+0000,TWR-054
2818,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-055,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1959-05-30T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1959-07-16T00:00:00'",52.235428,6.800258,srn:master-data/Well:2818:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1959-05-30T00:00:00+0000,TWR-055
2819,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-056,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1959-08-03T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1959-09-17T00:00:00'",52.234659,6.8006,srn:master-data/Well:2819:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1959-08-03T00:00:00+0000,TWR-056
2820,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-057,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1959-04-29T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1959-05-29T00:00:00'",52.236456,6.790174,srn:master-data/Well:2820:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1959-04-29T00:00:00+0000,TWR-057
2619,srn:master-data/GeopoliticalEntity:Netherlands:,srn:master-data/Organisation:TNO:,Maaiveld,TWR-058,srn:reference-data/WellOperatingEnvironment:ON:,srn:master-data/GeopoliticalEntity:O:,srn:master-data/GeopoliticalEntity:Overijssel:,"FacilityEventTypeID='srn:reference-data/FacilityEventType:SPUD:', EffectiveDateTime='1959-06-09T00:00:00',FacilityEventTypeID='srn:reference-data/FacilityEventType:DRILLING FINISH:', EffectiveDateTime='1959-06-23T00:00:00'",52.236217,6.791381,srn:master-data/Well:2619:,srn:reference-data/ResourceSecurityClassification:RESTRICTED:,srn:type:master-data/Well:,1959-06-09T00:00:00+0000,TWR-058
